id,title,authors,venue,year
5wcgt7bNx7YJ,"Shoring Up Persistent Applications, ACM SIGMOD International Conference on Management of Data","MJ Carey, DJ DeWitt, MJ FranklinÃ¢?Â¦","Minneapolis, Minnesota. May,",N/A
dP-pHDZ7oawJ," , DT Solomon, MH Tan, CK Tsatalos, OG White, SJ Zwilling, MJ: Shoring Up Persistent Applications","MJ Carey, DJ DeWitt, MJ Franklin","SIGMOD (siehe SIG94]), S.",N/A
GJ_7cqL0d70J,"0. G. Tsatalos, SJ White, and MJ ZwiIIing. Shoring up persistent applications","MJ Carey, DJ DeWitt, MJ Franklin, NE Hall, ML  ",Proc. ACM SIGMOD,N/A
jMc3U-zRTPEJ,Shoring Up Persistent Applications Proc. of the 1994 ACM SIGMOD Conference,"M Carey, D DeWitt, J Naughton, M SolomonÃ¢?Â¦","Minneapolis, MN, May,",N/A
PPV8eOf-uooJ,DeWitt. Shoring up persistent applications,MJ Carey,Proc. of the ACM SIGMOD IntÃ¢??l Conference on Management of ,N/A
vF-KpOq9TdIJ,Shoring up Persistent Objects,"M Carey, D DeWitt, MJ Franklin, N Hall, M  ","PIV-ceeding of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
GmUD1o-uPvYJ,The BUCKY Object-Relational Benchmark,MJ Carey,"SIGMOD REC,",1997
mt8Q1YmVRkMJ,The BUCKY Object-Relational Benchmark (Experience Paper),"MJ Carey, DJ DeWitt, JF Naughton, M Asgarian, P  ","SIGMOD Conference,",N/A
xc1E6MOfP80J,The BUCKY Object-Relational Benchmark,"M Asgarian, MJ Carey, DJ DeWitt, J Gehrke, JF  ","Proc. ACM SIGMOD conf,",N/A
Y1Z4i3_4l00J,The BUCKY Object-Relational Benchmark,"DJ DeWitt, M Carey, J Naughton, M Asgarian, J  ",N/A,1997
Zkgpz6ZsutsJ,"ÃÂ¢Ã¢?Â¬ Ã?The BUCKY Object Relational Benchmark,&quot;","MJ Carey, DJ DeWitt, JF Naughton, M Asgarian, P  ","Proceedings of the SIGMOD conference on management of data,  &hellip;,",N/A
_Dtj6cJQFAQJ,"Fine-Grained Sharing in a Page Server OODBMS,&quot; ACM SIGMOD Intl","M Carey, MJ Franklin, M Zaharioudakis","Conf. on Management of Data, Minneapolis, MI, May,",N/A
EN1nFWJxnoIJ,Fine-grained sharing in a page server OODBMS,"MJ Carey, MJ Franklin, M Zaharioudakis","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
nJfKRCyyzIYJ,Fine-Grained Sharing in a Page Server DBMS,"M Carey, M Franklin, M Zaharioudakis",Proc. of ACM,N/A
UBpDljYCfGgJ,"MJ, AND ZAHA RIO UDAKIS, M. 1994. Fine-grained sharing in a page server OODBMS","MJ CAREY, N FRANKLI",Proceedings of the 1994 ACM-SIGMOD International Conference ,N/A
xuE2g4v2AjYJ,Fine-grained sharing in page server database systems,"M Carey, M Franklin, M Zaharioudakis","Proc. ACM SIGMOD Conf,",N/A
2OPEy9_6BlEJ,On saying Ã¢??enough already!Ã¢??,"MJ Carey, D Kossmann",SQL. In Proc. of the ACM SIGMOD Conf. on Management of,N/A
b_lpj8wu7BEJ,On Saying&quot; Enough Already!&quot; in SQL,"MJ Carey, D Kossmann",N/A,N/A
G2RzED0JGvoJ,BOn Saying BEnough Already![in sql [,"M Carey, D Kossmann","ACM SIGMOD Conference,",N/A
ucdmk8xwaTsJ,On saying&quot; enough already!&quot;,"D Kossmann, M Carey","&hellip;  in Ã¢??Proc. of the 1997 ACM-SIGMOD Conference on Management &hellip;,",N/A
yuAO6FZOXmQJ,On saying ÃÂ¢Ã¢?Â¬ Ã?enough already! ÃÂ¢Ã¢?Â¬Ã? in SQL,"MJ Carey, D Kossmann",Proc. ACM SIGMOD,N/A
6YXYnLb8CyYJ,"Object-relational database systems: Principles, products, and challenges","MJ Carey, NM Mattos, AK Nori","SIGMOD RECORD,",1997
dBgA1e-6LvkJ,"Object-Relational Database Systems-Principles, Products and Challenges","K Kulkarni, N Mattos, A Nori",N/A,1997
nM9bJESsWNoJ,"Object-relational database systems (tutorial): principles, products and challenges","MJ Carey, NM Mattos, AK Nori","Proceedings of the 1997 ACM SIGMOD international conference  &hellip;,",1997
u64n4yMnma4J,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)","MJ Carey, NM Mattos, A Nori","SIGMOD Conference,",N/A
ga4l4QhCXU4J,Query by Diagram: A Graphical Environment for Querying Databases,"T Catarci, G Santucci","SIGMOD Conference,",1994
pryJrhEGI2sJ,QUERY BY DIAGRAM: A GRAPHICAL ENVIRONMENT FOR QUERYING DATABASES,"DI e Sistemistica, L Sapienza",N/A,N/A
yaaZKZCP3soJ,Query by Diagram: a Visual Environment for Querying Databases,"G Santucci, PA Sottile",N/A,N/A
5Ng-bLUNAsQJ,Sentinel: an object-oriented DBMS with event-based rules,S Chakravarthy,"ACM SIGMOD Record,",1997
pCsAI2xXTPoJ,SENTINEL: An Object-Oriented DBMS With Event-Based Rules.,"ACMS Anthology, P Edition",N/A,N/A
xAwNq-a4ju0J,S&amp;NÃ¢??TZN&amp;L: An Object-Oriented DBMS With Event-Based Rules,S Chakravarthy,N/A,N/A
eOhZfLS25AsJ,TelegraphCQ: Continuous Dataflow Processing for an Uncertain World,"S Chandrasekaran, O Cooper, A Deshpande, MJ  ",N/A,N/A
MNuT46WJZaQJ,TelegraphCQ: continuous dataflow processing,S Chandrasekaran,"Proceedings of the 2003 ACM SIGMOD international conference  &hellip;,",2003
onlybp6SAAsJ,AD 2003. TelegraphCQ: Continuous Dataflow Processing for an Uncertain World,"S Chandrasekaran, O CooperÃ¢?Â¦",Proc. of the Conf. on Innovative Data Systems Research (CIDR,N/A
BGagLieYacQJ,PBIR-Perception-Based Image Retrieval,E Chang,N/A,N/A
XbmULzOYzZUJ,Perception-based image retrieval,"E Chang, T Cheng","ACM Sigmod (Demo),",N/A
10FYofnRROUJ,QUERY AND DATA MAPPING ACROSS HETEROGENEOUS INFORMATION SOURCES,KCC Chang,N/A,2001
8Yt1Mba9-wQJ,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,"CCK Chang, H Garcia-Molina","SIGMOD Conference,",1999
BYkCvtDCxzcJ,Mind your vocabulary: Query mapping across heterogeneous information sources (extended version),CCK Chang,N/A,N/A
vjxJ_rBwdMkJ,Mind your Vocabulary: Query Mapping across Heterogeneous Information Sources. ACM SIGMOD Int,"CCK Chang, H Garcia-Molina","Conference on Management of Data,",N/A
4zxRX5K-YSsJ,Minimal probing: supporting expensive predicates for top-k queries,"KCC Chang, S Hwang","SIGMOD Conference,",2002
OuMumdGAaq8J,"CC., and Hwang, SW.,&quot; Minimal probing: Supporting expensive predicates for top-k queries,&quot;",K Chang,"Proceedings of the 2002 ACM SIGMOD Conference,",N/A
39AOIRe9qSQJ,"Bitmap Index Design and Evaluation, SIGMOD 1998","C Chan, YE Ioannidis","Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
63t-u0Menw4J,IoannidisY. Bitmap index design and evaluation,CY Chan,Proc. oftheACM SIGMOD Conf. on Management,N/A
MsOTH7U9VnkJ,Bitmap Index Design and1 Evaluation,"CY Chan, YE Ioannidis",Proceedings of the Intl. ACM SIGMOD,N/A
VC7Jbwgn_O0J,Bitmap Index Design and Evaluation,"CY Chan, YE Ioannidis","SIGMOD Conference,",1998
kNT7yt823K8J,An Efficient Bitmap Encoding Scheme for Selection Queries,CY Chan,"SIGMOD Conference,",1999
uLiEqn5nA_IJ,"An Efficient Bitmap Encoding Scheme for Selection Queries, SIGMOD 1999","C Chan, YE Ioannidis","Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
9GsZHpVf2_cJ,Query Optimization at the Crossroads,S Chaudhuri,"SIGMOD RECORD,",1997
QkyXMep2bWsJ,Query Optimization at the Crossroads (panel session),S Chaudhuri,Proc. 1997 ACM SIGMOD Int. Conf. on Management of,N/A
4zZ7Lxt4PPIJ,Data Warehousing and OLAP for Decision Support (Tutorial),"S Chaudhuri, U Dayal","SIGMOD Conference,",N/A
ClO4zHQ7RYsJ,"Decision support, Data Warehousing, and OLAP","S Chaudhuri, U Dayal","Tutorials of the Twenty-second Int. Conf. on Very Large Data &hellip;,",N/A
D7w6TQwatE0J,Data warehousing and OLAP for decision support,"S Chaudhuri, U Dayal","Proceedings of the 1997 ACM SIGMOD international conference  &hellip;,",1997
gY652XXjHB8J,"Decision support, data warehousing and olap, 1996","S Chaudhuri, U Dayal","VLDB tutorial, Bombay,",N/A
jsapF3OoWXcJ,Data warehousing and olap technology,"S Chaudhuri, U Dayal","SIGMOD RECORD,",N/A
lCQ0HZYyYNcJ,"A Robust, Optimization-Based Approach for Approximate Answering of Aggregation Queries","S Chaudhuri, G Das, V Narasayya",Proc.,N/A
qfohkpyTawoJ,"A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","S Chaudhuri, G Das, V Narasayya","SIGMOD Conference,",2001
0LRr6nTypA4J,Join queries with externaltext sources: Executionand optimization techniques,"S Chaudhuri, U Dayal, T Yan",Proc. of the ACM SIGMOD Intl. Conferenceon Managementof,N/A
aaQEdfkjWN8J,Join Queries with External Text Sources: Execution and Optimization Techniques,"S Chaudhuri, U Dayal, TW Yan","SIGMOD Conference,",1995
H5IdN0_MQw4J,Robust and Efficient Fuzzy Match for Online Data Cleaning,"S Chaudhuri, K Ganjam, V Ganti, R Motwani","SIGMOD Conference,",2003
mNdoyLMYPqgJ,Robust and efficient fuzzy match for online data cleaning,"V Ganti, S Chaudhuri, R Motwani",N/A,2003
KrfR8djb3C8J,Compressing SQL workloads,"S Chaudhuri, AK Gupta, VR Narasayya",N/A,N/A
y461yNb2GEcJ,Compressing SQL Workloads,S Chaudhury,ACM SIGMOD,N/A
3fEogSGG3wQJ,Using Random Sampling for Histogram Construction,"S Chaudhuri, R Motwani, V Narasayya","Proc. ACM SIGMOD Conference,",N/A
bFDFn3OmNAQJ,Sampling for Histogram Construction: How much is enough In,"SC CMN, R Motwani, VR Narasayya",Proceedings of the ACM SIGMOD International Conference on ,N/A
CBKhTPuUL2kJ,Random Sampling for Histogram Construction: How Much is Enough?,"R Motwani, S Chaudhuri, V Narasayya",N/A,1998
hvMTb3FYOjQJ,Random Sampling for Histogram Construction: How much is enough?,"S Chaudhuri, R Motwani, V Narasayya","SIGMOD Conference,",1998
Lnp1RVSzInEJ,Sampling for Histogram Construction: How much is enough,"S Chaudhuri, R Motwani, VR Narasayya",Proceedings of the ACM SIGMOD International Conference on ,N/A
niAPzsMp2igJ,Using random sampling for histogram construction: how much is enough,"S Chaudhuri, R Motwani, V Narassaya","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
pVsFKVZNgD4J,Random sampling for histogram construction,S ChaudhuriÃ¢?Â¦,N/A,1998
TqXFdQBTW6kJ,Random sampling for histogram construction: How much is enough? pages 436--447,"S Chaudhuri, R Motwani, V Narasayya",N/A,1998
clNmwzm-5acJ,On Random Sampling over Joins,"SC CMN, R Motwani, VR Narasayya",Proceedings of the ACM SIGMOD International Conference on ,N/A
GL8XEeYm7GsJ,Random Sampling over Joins: Efficient Implementations and Limitations,"S Chaudhuri, R Motwani, V Narasayya","Proceedings of the 1999 ACM SIGMOD Conference on Management  &hellip;,",N/A
U0w9W7YcsZwJ,On Random Sampling over Joins,"S Chaudhuri, R Motwani, VR Narasayya",N/A,N/A
99oqRZGWAYMJ,AutoAdmin'What-if'Index Analysis Utility,"S Chaudhuri, V Narasayya",N/A,N/A
eHM4OCdJA9YJ,AutoAdmin Ã¢??whatifÃ¢?? index analysis utility,"S Chaudhuri, V Narasayya","Proceedings of the 1998 ACM SIGMOD International Conference  &hellip;,",N/A
lXZzpSDzRnwJ,Narasayya. AutoAdmin Ã¢??What-IfÃ¢?? IndexAnalysis Utitlity,S Chaudhuri andV,N/A,N/A
qGTxTpQXTDsJ,R. Narasayya. AutoAdmin'Whatif'Index Analysis Utility,S ChaudhuriandV,Proc. of ACM SIGMOD,N/A
RYeFLYha0ewJ,AutoAdmin What-if Index Analysis Utility for Microsoft SQL Server,"S Chaudhuri, V Narasayya","Proc. of ACM SIGMOD Conf,",N/A
AiXOfJPvvpUJ,Microsoft Index Tuning Wizard for SQL Server 7.0,"S Chaudhuri, VR Narasayya",N/A,N/A
JyEX0YVMP5oJ,"Microsoft Index Tuning Wizard for SQL Server 7.0'', Procs. of the 1998 ACM SIGMOD Conf","S Chaudhuri, V Narasayya",N/A,1998
Y-kXztd20YQJ,Microsoft index tuning wizard forSQL Server 7.0,"S Chaudhuri, VR Narasayya","Proc. of SIGMOD,",N/A
5O88Bum19wAJ,Meaningful Change Detection in Structured Data,"SS Chawathe, H Garcia-Molina",N/A,N/A
JLeihu2aUqYJ,H. Garcia-Molina Meaningful change detection in structured data,S Chawathe,Proc. of the ACM SIGMOD Int. Conf. on Management of,N/A
oHUiSrycKdgJ,Meaningful change detection in structured data. Available at url http://www-db,"S Chawathe, H Garcia-Molina",N/A,1997
ilCT5UFnHxgJ,Change Detection in Hierarchically Structured Information,"SS Chawathe, A Rajaraman, H Garcia-Molina, J Widom","SIGMOD Conference,",1996
vBlDkLyxeQkJ,"H. Garcia-M olina, and J. Widom. Change detection in hierarchically structured information","S Chawathe, A Rajaraman","Technical report, Dept. of Computer Science, Stanford University",N/A
xPkLZK36UBUJ,Change detection in hierarchically structured information. Available by anonymous ftp from db,"S Chawathe, A Rajaraman, H Garcia-Molina, J Widom",N/A,1995
Xz0ZPMLOwcgJ,J. Widom Change detection in hierarchically structured information,"S Chawathe, A Rajaraman, H Garcia-Molina",Proc. of the ACM SIGMOD Int. Conf. on Management of,N/A
Ab6MIDVDzhAJ,Internet traffic warehouse,"CM Chen, M Cochinwala, C Petrone, M Pucci, S  ","ACM SIGMOD Record,",2000
G_vKTsC4EaAJ,Internet trac warehouse,"CM Chen, M Cochinwala, C Petrone, M Pucci, S  ","Proc. SIGMOD,",N/A
egF3o1jH_kgJ,Evaluating probabilistic queries over imprecise data,"D Kalashnikov, R Cheng, S Prabhakar","ACM SIGMOD,",N/A
kSt-Pqp2ilYJ,Evaluating Probabilistic Queries over Imprecise Data,"R Cheng, DV Kalashnikov, S Prabhakar","SIGMOD Conference,",2003
dyXJODAynUgJ,Improving Index Performance Through Prefetching,"C Shimim, PB Gibbons, TC Mowny","ACM SIGMOD,",N/A
IuyDb53VoG0J,Improving Index Performance through Prefetching,"S Chen, PB Gibbons, TC Mowry",N/A,N/A
#NAME?,Improving Index Performance through Prefetching,"SCPB Gibbons, TC Mowry",N/A,N/A
5Trj9q_RI8YJ,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,"C Jian-jun, J Dewitt David, F TianÃ¢?Â¦","SIGMOD Conference,",N/A
EKNLKC2nEGwJ,WangY (2000) NiagaraCQ: a scalable continuous query system for internet databases,"J Chen, DT DeWitt, F Tian",Proceedings of the ACM SIGMOD,N/A
fg5EE6R7xYwJ,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,"J Chen, DJ DeWitt, F Tian, Y Wang","SIGMOD Conference,",2000
JcnZJ-eE2XsJ,NiagaraCQ: a scalable continuous querysystemfor Internetdatabases,"J Chen, DJ DeWitt, F Tian, Y Wang","SIGMOD Conference,",N/A
KlxPr0YoE_sJ,A scalable continuous query system for internet databases,"J Chen, TF DJ, Y Wang",N/A,2000
OsfWKJek9L8J,NIAGARACQ: Continuous Queries,J ChenÃ¢?Â¦,"&hellip;  of the 2000 ACM SIGMOD Conference, Dallas, TX, May,",N/A
QiSf-FBUE8QJ,Niagaracq: A scalable continous query system for the internet databases,"J Chen, D DeWitt, F Tian, Y Wang",ACM,N/A
4Hhh-d__bksJ,Adaptive Selectivity Estimation Using Query Feedback,"CM Chen, N Roussopoulos","SIGMOD Conference,",1994
7Edh53sUX7kJ,"Adaptive selectivity estimation using query feedback, University of Maryland at College Park,  ","CM Chen, N Roussopoulos","MD,",N/A
hlQJGQCSurIJ,Adaptive Selective Estimation Using Query Feedback,"CM Chen, N Roussopoulos","&hellip;  of ACM-SIGMOD International Conference on Management of  &hellip;,",N/A
WJDiW8pl0OcJ,"Adaptive selectivity estimation using query feedback. In 1. T. Snodgrass and M. Winslett, editors","CM Chen, N Ronssopoulos",Proceedings of the 1994 ACM SIGMOD International Conference ,N/A
15Xnu2VYNAQJ,DyDa: Dynamic Data Warehouse Maintenance in a Fully Concurrent Environment,"X Zhang, EA Rundensteiner",N/A,N/A
q49c-IEX7N8J,DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,"J Chen, X Zhang, S Chen, A Koeller, EA  ","SIGMOD Conference,",2001
RHoy5iOHsJwJ,DyDa: Data Warehouse Maintenance under Fully Concurrent Environments,"J Chen, X Zhang, S Chen, K Andreas, EA  ","Proceedings of SIGMOD Demo Session, page,",N/A
aQc379dSLlIJ,"ÃÂ¢Ã¢?Â¬ Ã?Rule languages and internal algebras for rule-based optimizers,&quot;","M Cherniak, SB Zdonik","Proceedings of the SIGMODconference on management of data,  &hellip;,",N/A
c9Humx2-EMgJ,Rule Languages and Internal Algebras for Rule-Based Optimizers,"M Chemiack, S Zdonik","Proc. of the ACM SlGMOD Int. Co@ on Management of Data, ",N/A
ZsHfcZJwFQQJ,Rule Languages and Internal Algebras for Rule-Based Optimizers,"M Cherniack, SB Zdonik","SIGMOD Conference,",1996
_wJZsVYdrr8J,Changing the Rules: Transformations for Rule-Based Optimizers,"M Chemiack, S Zdonik",N/A,N/A
7DFhNMAE13QJ,Changing the Rules: Transformations for Rule-Based Query Optimizers,"M Cherniack, SB Zdonik",Proc. ACM SIGMOD IntÃÂ¢Ã¢?Â¬Ã¢?Â¢ l Conference of Management of ,N/A
7TNK4262ozwJ,Garcia-Molina. Synchronizing a database to improve freshness,J Cho andH,"Proc. of the ACM SIGMOD Int. Conf. on Management of Data,",N/A
s7K6rICx3fkJ,Synchronizing a Database to Improve Freshness,"J Cho, H Garcia-Molina",N/A,N/A
yUZCropW2lQJ,"Garcia-Molina, H.: Synchronizing a database to Improve Freshness",J Cho,&hellip;  of 2000 ACM International Conference on Management of Data ,N/A
5awQcPWFBrcJ,Prospector: A content-based mutimedia object server for massively parallel architectures,"WOÃ¢??Connell, IT Ieong, D SchraderÃ¢?Â¦","Proc. ACM SIGMOD,",N/A
I0KBB-n-eF8J,"etal., Prospector: A Content-Based Multimedia Object Server for Massively Parallel Architectures","WOÃ¢??Connell, IT Ieong, D Schrader","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
Ljpkq7MPqeEJ,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"WOÃ¢??Connell, IT Ieong, D Schrader, C Watson, G Au ",Proceedingsof the 1996 ACM SIGMOD International Conference ,N/A
O-TrhFwhKM8J,A Content-Based Multimedia Server for Massively Parallel Architectures,"WO'Connell, IT Ieong, D Schrader, C Watson, G Au,  ","SIGMOD Conference,",N/A
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,", H Chen, A Biliris, E Panagos",N/A,N/A
WrrEnOJswS4J,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"G Au, A Biliris, H Chen, S Choo, K Ganapathy, G  ","SIGMOD RECORD,",1996
dGbuUkhWNhMJ,From Structured Documents to Novel Query Facilities,"V Christophides, S Abiteboul, S Cluet, M Scholl","SIGMOD Conference,",1994
g_ccBI89OZwJ,Fromstructured documents tonovelqueryfacilities,"V Christophides, S Abiteboul, S Cluet, M Scholl",Proceedings of ACM SIGMOD Conference on Management of,N/A
MNQLc3rxq2kJ,andM. Scholl. FromStructured DocumentstoNovelQuery Facilities,"V Christophides, S Abiteboul, S Cluet",Proc. of ACM SIGMOD Conf. on Management of,N/A
PYvxitTViMQJ,"SCHOLL., M.(1994):Ã¢??From Structured Documents to Novel Query FacilitiesÃ¢??","V CHRISTOPHIDES, S ABITEBOUL, S CLUET",Proceedings of,N/A
T8v6sQ1R3zoJ,"V. andAbiteboul, S. Cluet, and M. Scholl. From structured documents to novel query facilities",S Christophides,N/A,N/A
wOEzWDOEIjwJ,"From structured documents to Novel query facilities, in proc. of ACM SIGMOD Conference, may 1994","V Christophides, S Abiteboul, S Cluet, M Scholl",N/A,N/A
WYSBGO-zyoEJ,From structured documentsto novel query facilities,"V Christophides, S Abiteboul, S Cluet, M Scholl","Proceedings of the ACM-SIGMOD International Conference on  &hellip;,",N/A
ZkgTPp9m5z4J,From Structured Documents to Novel Query Facilities,"S Abiteboul, V Christophides, S Cluet, M Scholl","Proc. 1994 ACM SIGMOD Int. Conf. on Management of Data,",N/A
GpGg0czXSQcJ,Evaluating queries with general path expressions,"V Christophides, S Cluet, G Moerkotte",N/A,N/A
nDl2k1YSi8AJ,andG. Moerkotte. Evaluating queries withgeneralized pathexpressions,"V Christophides, S Cluet",Proceedings of ACM SIGMOD Conference on Management of,N/A
q3Y-Mlx2sUsJ,Evaluating queries with generalized path expressions,"V Christophides, S Cluet, G Moerkotte","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",1996
#NAME?,EvaluatingQuerieswithGeneralized Path Expressions,"V Christophides, S Cluet, G Moerkotte",Proc. of ACM SIGMOD Conf. on Management of,N/A
DJv_OAw-BcIJ,"8z Simeon, J.(2000), On Wrapping Query Languages and Efficient XML Integration","V Christophides, S Cluet",Proc. 2000 ACM SICMOD International Conference on Management,N/A
DqHBAYRAtyIJ,On wrapping query languages and efficient XML integration,"V Christophides, S Cluet, J SimÃÂ¨on","Proceedings of the 2000 ACM SIGMOD international conference  &hellip;,",2000
g6fFCiX6GtMJ,"On Wrapping Query Languages and Efficient XML Integration , Rapport Verso numro 170, Octobre 1999.  ","V Christophides, S Cluet, J Simon","Cluet, S. Gamerman, OQL: le solide",N/A
hEOX0Vu4-JcJ,J. Sim eon. On Wrapping Query Languages and Efficient XML Integration  full version . http: www-db.  ,"V Christophides, S Cluet",N/A,1999
R7tBLAw0O3wJ,J. Sim eon. OnWrappingQueryLanguages andEcient XML Integration,"V Christophides, S Cluet","Proceedings of ACM SIGMOD Conf. on Management of Data,  &hellip;,",N/A
Xssa5A6mJ1UJ,On Wrapping Language and efficient XML Integration,"V Christophides, S Cluet, J Simeon","ACM SIGMOD Conference on Management of Data,",N/A
2y_G8dmz1QkJ,APEX: An Adaptive Path Index for XML data,"K Shim, C Chung, J Min",Proc. of ACM SIGMOD,N/A
mEfTTKdu6soJ,APEX: An adaptive path index for xml data,"J Min, C Chung, K Shim","Proceedings of SIGMOD,",N/A
n8tscFMeBtwJ,Apex: An adaptative path index for XML data,"C Chun, J Min, K Shim","Proceedings of ACM Conference on Management of Data (SIGMOD),",N/A
UmPir9n5JloJ,APEX: an adaptive path index for XML data,"CW Chung, JK Min, K Shim",N/A,N/A
vA_YTBbNegEJ,APEX: An adaptive path index for XML data,"CWCJ KM, K Shim","ACM SIGMOD,",N/A
__YO1CE_aKcJ,Java and relational databases,"G Clossman, P Shaw, M Hapner, J Klein, R  ","Proceedings of 1998 ACM SIGMOD Conference on Management of  &hellip;,",N/A
evYlYFg5r9UJ,SQLJ: Java and Relational Databases,G Clossman,N/A,1998
Q0Jr0CGWn5MJ,Java and Relational Databases: SQLJ (Tutorial),"P Shaw, B Becker, J Klein, M Hapner, G Clossman, R ",N/A,1998
qq2lTNrNTBUJ,JAVA and Relational Databases: SQLJ,"G Clossman, P Shaw","SIGMOD RECORD,",1998
63Y-t4R2RycJ,Your Mediatms Need Data Conversion,"S Cluet, C Delobel, J SimÃÂ©on, K Smaga",Proc. of ACM SIGMOD Conference on Conference of Management ,N/A
DBPQai0tf1QJ,Your mediators need data conversation,"S Cluet, C Delobel, J Simeon, K Smaga",Proceedings of ACM-SIGMOD International,N/A
i2rbviV_9VgJ,Your Mediators Need Data Conversion!,"SCCDJ SimGon, K Smaga",N/A,N/A
lOZF0Ee3rUQJ,Your Mediators Need Data Conversion!,"S Cluet, C Delobel",N/A,N/A
q9yRMEgjLOAJ,Your Mediators Need Data Convention,"S Cluet, C Delobel, J Simeon, K Smaga","Proc. ACMSIGMOD International Conference on Management of  &hellip;,",N/A
VZreOrzvcYEJ,ÃÂ¢Ã¢?Â¬ Ã?Your Mediators Need Data Conversion! ÃÂ¢Ã¢?Â¬Ã?,"S Cluet, C Delobel, J Simeon, K Smaga",Proc. of the ACM SIGMOD,N/A
W5KcKrhKY_YJ,"eon, and K. Smaga. Your Mediators Need Data Conversion","S Cluet, C Delobel, J Sim","ACM SIGMOD Conf. on Management of Data,",N/A
_ICk4vgjlgsJ,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual  ,WW Cohen,"SIGMOD Conference,",1998
PSQ-qYD4aiAJ,Integration of heterogeneous databases without common domains using queries based textual similarity ,W Cohen,"Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
1kGIXDE6G90J,Algorithms for Deffered View Maintenace,"L Colby, T Griffin, L Libkin, I Mumick, H Trickey","Proceedings of ACM SIGMOD International Conference on  &hellip;,",N/A
MgphE2z3NqYJ,Algorithms for Deferred View Maintenance,"LS Colby, L Libkin, IS Mumick, H Trickey","SIGMOD Conference,",1996
qZppq83SJEYJ,"n, L. Libkin, I. Mumick, H. Trickey, Algorithms for deferred view maintenance","L Colby, T Gri","Proceedings of the ACMSIGMOD Conference,",N/A
tGBhWHHU7hsJ,AlgorithmsforDeferred View Maintenance,"LS Colby, T Griffin, L Libkin, IS Mumick, H  ",Proc. of the ACM SIGMOD,N/A
0FohHTWs5toJ,Supporting multiple view maintenance policies,"LS Colby, A Kawaguchi, DF Lieuwen, IS Mumick, KA  ","Proceedings of the 1997 ACM SIGMOD international conference  &hellip;,",1997
fDiU6std8e0J,Inderpa l Singh Mumick. Supporting multiple view maintenance policies,"LS Colby, A Kawaguchi, DF Lieuwen",Proceedings of the International Conference on Management of,N/A
pJ6RYfffFg8J,"l Singh Mumick, I. 1997. Supporting multiple view maintenance policies","LS Colby, A Kawaguchi, DF Lieuwen",Proceedings of the International Conference on Management of,N/A
_6wwPJEGUiAJ,Optimization of dynamic query evaluation plans,"G Graefe, R Cole","Proc. of ACM SIGMOD Conf. on Management of Data, Minneapolis &hellip;,",1994
Lg8yEjB8jmAJ,Optimization of dynamic query execution plans,"R Cole, G Graefe",Proc. of the ACM SIGMOD Int.,N/A
qpYRj0BgQz4J,"G. GRAEFE, Optimization of dynamic query evaluation plans",RL COLE,Proc. of the/994 ACM,N/A
z_W8jZ203sUJ,Optimization of dynamic query evaluation plans,"RL Cole, G Graefe","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
BYAEfUWtxgUJ,Partition Selection Policies in Object Oriented Database Garbage Collection,"JE Cook, AL Wolf, BG Zorn",N/A,1994
LiIWlw3oNgUJ,Partition Selection Policies in Object Database Garbage Collection,"JE Cook, AL Wolf, BG Zorn","SIGMOD Conference,",1994
89Avc7qz9YoJ,Gigascope: High Performance Network Monitoring with an SQL Interface,"C Cranor, Y Gao, T Johnson, V Shkapenyuk, O  ",Proc. of the 2002 ACM SIGMOD Intl. Conf. on Management of ,N/A
Up9QQITiHzAJ,Gigascope: High performance network monitoring with an SQL interface. Demonstration,"C Cranor, Y Gao, T Johnson, V Shkapenyuk, O  ","Proc. ACM SIGMOD 2002,",N/A
b0ayPKpqTwsJ,A stream database for network applications,"C Cranor, T Johnson, O Spataschek, VS Gigascope",Proceedings of the 2003 ACM SIGMOD International Conference ,N/A
eXt7Nvd060MJ,"BGigascope: A stream database for network applications,^ in Proceedings of the ACM International  ","C Cranor, T Johnson, O Spataschek, V Shkapenyuk",N/A,2003
